5:5:v;13:6:b;0:11:y;4:5:u;9:8:m;14:10:i
7:1:r;12:9:p;1:12:s;4:8:i;7:1:q;11:13:t
8:5:l;13:6:b;6:14:r;8:4:p;8:5:q;11:10:f
0:8:t;10:0:o;5:11:a;5:8:r;1:6:w;11:14:i
5:3:f;11:9:k;5:14:i;0:8:w;3:2:e;10:11:f
1:1:q;11:0:y;2:14:q;6:6:w;6:2:k;12:14:f
4:8:k;14:5:s;6:12:y;0:4:q;3:5:r;14:13:w
0:7:h;10:8:n;1:13:y;8:2:o;5:7:o;11:10:j
0:0:q;11:5:w;7:11:p;2:2:f;8:2:d;12:12:l
2:2:r;13:0:y;6:14:c;3:5:a;2:3:t;12:11:b
7:2:w;11:8:f;0:13:l;4:1:k;9:0:a;10:14:t
0:8:i;12:9:w;8:11:j;7:6:t;0:6:u;12:11:b
3:4:f;13:1:o;6:13:l;1:9:e;4:1:k;11:10:n
1:1:l;11:1:k;3:11:i;9:1:m;6:6:d;14:12:f
3:7:i;10:6:k;5:13:h;6:8:y;7:3:x;11:10:p
0:3:g;12:8:a;9:12:f;8:1:t;3:3:t;13:11:i
5:7:c;10:6:m;2:10:f;7:0:u;9:7:b;11:10:o
0:6:t;13:9:j;7:11:p;8:6:y;1:2:u;12:13:j
7:2:m;13:5:p;8:12:j;9:7:l;1:1:t;12:14:n
4:0:t;12:2:z;9:11:a;0:2:k;9:4:g;12:14:v
5:6:f;14:9:g;5:14:p;1:5:n;2:8:s;10:12:c
7:6:d;11:3:h;3:10:c;8:5:g;7:9:a;10:14:q
0:8:i;13:0:e;7:10:u;2:7:o;5:3:d;14:13:z
3:6:j;10:7:m;1:12:q;9:5:n;6:9:b;11:10:a
3:4:k;10:3:p;3:11:f;4:7:f;1:6:y;11:11:p
0:8:n;11:0:y;7:12:x;3:3:v;5:5:k;13:13:b
3:4:s;14:7:w;9:12:l;8:1:k;2:7:c;10:11:h
8:8:k;14:3:f;9:11:n;8:8:t;9:6:d;14:12:i
3:3:g;11:4:z;8:11:l;8:3:q;5:4:y;10:12:e
1:9:q;12:0:c;9:10:j;9:5:z;1:1:s;10:14:d
2:6:z;12:0:f;5:12:z;5:6:j;7:8:b;11:13:j
9:7:u;11:4:n;3:14:j;9:4:h;8:6:b;14:13:f
6:3:b;14:1:k;3:13:r;9:3:b;0:0:p;11:10:u
8:1:i;12:3:k;4:12:i;0:5:c;4:8:x;14:11:i
1:1:t;10:7:z;9:10:q;3:1:v;9:1:j;10:10:k
2:0:w;13:4:z;4:14:f;5:0:k;5:1:b;14:13:c
8:4:b;14:8:a;1:13:a;5:8:g;6:9:m;13:13:k
6:8:s;13:9:o;3:13:q;9:8:i;3:2:w;11:13:z
4:1:t;11:0:c;2:14:y;4:5:c;2:0:s;13:12:n
0:7:f;14:8:q;5:14:l;8:0:h;6:1:f;10:12:j
6:0:w;12:6:m;8:14:v;0:3:s;8:7:s;10:10:o
7:4:d;13:7:z;7:10:x;9:9:n;6:7:i;13:11:t
2:6:u;10:0:b;9:12:z;2:7:k;3:8:i;14:10:c
5:3:w;10:5:q;6:10:c;2:1:t;8:8:f;12:10:i
9:2:v;12:3:y;4:12:u;6:0:m;3:5:f;10:11:a
2:9:b;14:3:e;7:14:g;5:6:u;2:9:a;10:12:e
8:6:o;12:3:t;2:12:t;6:4:i;2:9:k;11:13:d
7:7:c;13:8:z;9:10:m;7:3:q;1:5:w;13:10:n
2:6:e;14:9:b;1:13:x;2:6:i;9:7:z;14:12:y
1:9:x;12:2:h;8:11:v;1:6:j;9:7:x;13:12:l
5:2:j;10:6:l;4:13:n;8:4:r;5:2:d;12:14:w
9:7:p;14:7:u;2:14:w;5:0:w;2:5:h;11:10:r
9:6:i;10:1:t;6:13:x;0:7:j;6:7:j;11:10:x
6:5:h;11:5:r;8:14:r;4:4:w;9:5:m;10:14:k
5:5:w;14:2:s;4:11:g;1:0:f;4:7:v;13:12:m
7:1:r;10:2:l;3:11:w;6:8:w;9:4:t;10:10:x
3:6:u;14:0:i;8:14:b;2:7:t;2:6:s;11:14:o
8:4:s;12:7:h;0:14:u;4:0:z;4:7:j;14:12:n
2:0:l;14:6:i;3:11:o;4:3:u;0:5:v;13:12:d
9:0:d;12:2:w;3:12:r;0:3:y;3:3:a;13:14:c
9:3:w;10:7:x;8:11:g;0:5:f;1:4:o;13:10:u
2:3:d;12:3:u;9:10:n;2:2:y;1:0:r;11:10:h
5:0:d;10:7:n;5:10:w;1:0:o;7:6:x;13:13:e
0:1:e;14:2:h;4:14:x;1:0:a;5:6:c;14:13:d
7:9:w;11:8:w;4:14:b;3:8:d;8:3:g;10:14:w
6:5:w;10:6:a;1:10:r;6:8:f;6:0:c;13:12:g
9:7:s;13:9:l;9:12:e;2:0:m;9:1:q;10:11:x
9:0:d;10:0:f;1:10:s;1:7:s;1:7:t;13:13:s
6:2:q;11:2:p;4:12:p;1:2:e;7:1:n;12:11:m
4:7:v;11:6:q;2:11:k;3:7:h;2:5:w;12:14:j
2:1:s;13:6:c;9:12:u;5:4:k;2:4:g;10:14:v
7:7:b;11:0:i;1:11:l;7:1:x;7:1:z;11:13:x
0:8:p;14:6:w;5:14:g;7:7:e;2:4:m;12:12:g
0:7:p;12:1:c;5:14:q;6:9:j;7:7:c;12:14:y
3:9:q;12:2:x;1:11:f;3:2:d;4:4:h;12:12:v
0:6:l;14:5:h;7:11:t;4:5:g;2:2:y;11:13:s
7:8:i;10:0:l;0:12:d;7:0:k;1:6:e;14:11:t
8:0:z;13:5:r;8:13:p;7:1:d;7:3:v;10:11:z
9:3:q;13:0:f;4:14:w;2:2:x;6:4:a;13:10:i
3:9:u;11:5:v;8:14:h;7:5:r;0:0:v;11:12:s
3:1:s;13:3:c;8:10:l;4:0:d;6:3:v;12:11:q
2:1:x;11:4:d;7:13:o;4:5:n;1:8:z;10:14:x
7:8:x;12:6:b;6:14:r;2:8:v;1:7:y;14:11:f
0:7:y;12:6:b;8:13:t;2:8:d;8:0:w;12:12:o
2:6:n;12:6:y;9:13:s;4:3:v;8:6:f;10:13:a
5:1:k;12:8:v;5:14:o;4:3:g;3:2:f;10:12:f
3:8:k;14:3:o;0:10:z;9:0:o;7:6:z;10:11:m
1:4:i;10:5:j;7:14:e;8:2:v;0:1:c;12:12:h
7:1:e;11:2:h;3:10:l;5:5:t;0:5:w;13:12:r
9:4:o;12:1:a;2:11:z;3:9:q;3:1:m;11:10:v
4:8:d;10:1:z;2:11:n;1:5:l;7:0:l;13:11:x
6:1:w;12:6:a;8:14:s;2:7:u;5:9:n;11:10:g
2:5:v;11:4:r;6:11:y;3:2:e;8:6:r;13:11:r
0:4:q;10:9:h;0:14:k;1:3:o;9:6:d;14:13:a
5:7:q;10:3:g;1:10:b;1:4:p;6:8:n;10:14:v
8:8:j;11:5:m;4:10:o;6:5:v;8:5:f;13:12:h
2:4:m;14:0:f;8:12:j;0:0:j;6:1:x;14:12:g
8:5:y;13:4:g;5:13:n;4:6:p;5:7:h;14:14:u
4:3:c;14:1:l;9:14:r;9:7:k;5:8:w;11:12:b
5:9:c;13:1:o;9:11:x;3:9:y;3:0:n;11:13:r
9:0:n;10:3:x;7:10:r;1:1:l;5:2:r;12:11:i
5:4:g;14:1:j;9:13:g;2:7:p;5:8:m;11:12:z
3:0:o;12:8:g;5:12:g;6:1:c;5:1:o;12:11:h
8:6:z;12:4:j;4:14:d;8:2:h;2:5:k;11:11:i
1:2:n;13:3:a;7:12:n;8:8:n;8:0:k;12:13:y
7:2:i;14:1:z;1:13:g;9:1:h;0:5:h;13:12:u
1:3:i;11:7:j;8:14:c;0:4:k;2:8:z;10:13:s
5:4:c;12:6:b;4:11:q;8:8:j;4:5:y;13:10:i
5:6:b;11:0:w;7:10:a;4:2:s;1:2:v;11:13:j
9:1:b;12:9:h;0:12:x;3:1:e;5:6:o;12:13:z
5:4:t;10:8:v;1:14:n;7:1:z;4:1:y;13:13:o
8:8:o;13:9:e;2:13:d;7:7:w;7:1:g;14:12:t
4:1:u;13:3:i;4:12:r;5:9:k;1:0:n;14:12:p
9:0:o;12:4:d;7:12:q;5:2:o;2:5:y;13:14:z
1:0:i;14:5:l;2:13:n;3:3:h;1:7:l;10:14:i
6:8:f;12:5:y;7:10:h;7:5:a;7:9:b;13:14:q
9:6:j;13:1:m;6:10:l;2:7:p;3:5:j;14:13:k
7:3:i;12:4:y;5:10:t;8:2:r;8:6:o;13:12:u
9:8:h;10:0:k;0:10:t;0:1:w;0:7:g;14:14:n
7:0:s;13:2:i;4:13:z;3:4:u;3:2:u;13:10:u
2:9:c;11:7:i;3:11:x;5:2:y;4:3:e;14:14:t
4:2:m;12:6:f;8:10:o;7:9:j;1:7:c;12:14:t
3:2:h;13:2:v;5:12:z;5:0:l;4:3:h;10:11:i
1:5:r;10:2:p;9:13:x;5:9:s;9:4:a;13:13:z
7:3:m;13:4:h;2:14:x;1:6:y;3:8:t;11:11:a
8:5:e;12:1:r;1:13:k;7:3:y;3:2:x;14:10:c
1:4:n;14:5:k;4:10:k;4:9:c;8:7:o;10:10:r
8:5:k;10:4:g;0:12:c;1:0:n;8:1:l;14:14:g
5:3:u;13:7:r;2:12:x;9:0:f;6:3:x;13:11:n
4:8:n;14:3:u;6:13:i;5:3:k;3:6:r;11:11:j
9:9:j;10:4:q;4:10:r;0:3:u;3:9:p;12:11:i
8:1:u;12:7:o;7:14:p;2:8:c;0:5:b;12:11:b
2:4:u;13:7:m;9:11:i;7:7:s;5:4:o;10:12:z
0:7:s;11:9:l;5:12:a;6:5:f;0:4:c;11:12:c
1:3:a;14:5:m;8:13:n;8:0:y;0:7:l;14:14:e
1:4:t;11:8:v;1:10:i;6:4:c;1:9:d;11:12:m
2:4:f;10:6:g;7:10:q;3:2:z;8:5:e;12:11:o
3:9:g;13:7:j;7:10:h;2:1:u;3:5:i;10:11:m
7:8:z;13:2:a;5:11:g;9:6:r;5:9:v;13:10:q
6:2:d;12:4:h;3:14:y;5:1:s;8:1:b;13:12:v
6:1:c;11:7:h;7:12:r;5:7:z;2:2:c;11:11:y
2:6:a;12:1:r;3:11:o;1:5:z;2:6:h;13:14:w
0:9:q;10:3:f;0:14:e;3:5:k;3:8:t;11:11:f
7:6:d;12:1:x;3:11:y;4:6:w;2:4:q;14:13:d
9:9:s;14:2:q;8:11:y;4:8:p;2:3:h;13:14:j
7:1:z;12:3:v;7:11:y;6:4:n;5:0:e;12:10:x
3:2:o;12:0:x;6:14:d;4:7:x;7:8:n;14:11:o
0:9:v;10:7:o;3:12:m;6:0:s;6:2:z;10:12:v
0:4:w;12:6:q;4:14:s;8:0:n;8:3:o;11:10:o
3:4:q;14:9:c;2:13:u;3:9:a;5:4:t;11:11:q
9:6:k;14:2:y;3:12:t;2:0:s;3:2:n;12:12:r
1:7:k;12:5:k;5:10:m;9:4:u;9:1:f;11:14:z
3:3:o;12:9:j;7:12:t;6:2:h;9:6:p;11:13:k
9:6:d;11:4:g;5:13:k;1:0:x;1:2:f;10:10:p
8:9:l;12:8:y;3:14:r;4:9:f;5:3:n;11:11:m
9:9:f;11:6:r;6:11:c;6:6:q;1:2:m;12:13:k
5:4:y;12:2:v;3:14:r;3:2:r;3:8:z;12:11:h
6:4:y;13:4:u;5:10:s;4:8:g;7:6:h;12:10:d
5:2:k;12:7:r;1:13:s;4:8:t;5:3:o;11:11:s
4:4:f;13:7:y;6:10:o;2:0:u;6:7:t;12:12:n
5:2:w;11:4:e;8:11:q;8:8:b;5:8:y;14:14:i
9:5:f;12:9:t;8:12:q;3:3:g;5:8:v;14:13:v
9:6:y;12:2:g;7:14:x;6:5:c;9:0:z;14:10:o
8:6:a;13:5:j;7:13:u;2:8:a;2:6:r;14:14:t
6:1:p;10:1:m;1:11:s;8:0:j;7:6:w;14:12:a
0:2:c;13:1:k;3:13:k;8:1:a;8:6:l;12:13:b
0:8:h;11:0:y;0:12:l;2:0:x;4:6:d;10:12:k
1:1:s;13:8:l;2:14:j;1:4:n;3:5:g;10:12:l
6:7:h;11:9:m;9:11:g;6:6:y;3:9:p;13:14:o
3:1:k;12:0:r;0:12:k;2:8:c;1:4:o;14:11:z
2:9:u;11:0:e;8:14:l;6:1:q;8:7:i;10:13:e
2:7:r;12:2:w;1:12:j;4:3:z;5:9:j;11:11:y
8:5:p;10:7:t;1:13:c;8:1:v;1:6:q;10:11:y
8:6:z;13:2:d;1:12:b;3:2:a;3:9:w;14:12:w
7:8:o;13:6:t;6:12:f;6:1:a;8:9:j;13:13:k
5:3:m;12:5:m;6:12:x;6:0:b;4:2:e;10:12:f
7:7:y;13:9:t;0:10:w;5:7:m;4:5:b;11:11:f
7:3:n;13:3:v;4:13:g;6:8:w;4:2:i;13:14:o
9:8:b;12:7:t;4:13:n;3:6:e;2:7:a;11:10:r
4:1:n;10:7:v;1:14:r;5:9:j;8:7:e;11:14:s
6:0:b;10:5:c;1:12:w;8:7:b;1:2:q;12:14:s
6:9:k;12:9:l;5:13:y;1:0:s;9:4:z;12:10:s
8:0:p;12:5:q;7:14:c;7:6:e;6:2:k;14:12:e
1:0:y;11:8:p;3:10:g;2:1:q;9:3:g;11:10:v
9:9:x;11:4:s;3:12:m;9:2:a;1:1:i;12:11:y
4:5:v;14:6:k;8:12:m;8:3:q;1:4:b;14:14:b
4:8:i;12:9:b;6:11:b;5:3:c;2:8:d;10:13:q
2:5:a;11:8:a;5:11:j;9:5:o;7:8:e;14:14:c
4:1:i;10:7:u;4:11:s;3:6:u;5:8:r;14:12:x
1:4:z;12:4:h;5:11:a;7:4:o;7:4:d;14:10:e
8:8:s;12:4:w;9:12:o;6:5:g;0:8:b;10:12:d
1:5:b;10:3:g;7:12:i;3:2:q;1:8:f;10:12:c
8:8:m;14:7:d;7:11:j;7:2:i;3:5:s;11:14:u
0:1:y;10:1:i;8:12:d;5:0:b;5:7:t;10:12:y
6:8:k;11:3:e;6:13:u;5:9:q;6:3:f;12:11:r
1:5:p;12:0:w;8:13:s;3:4:g;7:1:f;13:14:m
2:6:i;11:4:j;2:11:r;4:2:x;9:0:j;11:12:v
0:2:b;11:3:a;2:11:e;8:2:h;8:1:g;14:11:z
4:8:h;12:6:j;4:11:m;0:3:x;2:7:r;12:13:a
6:4:c;10:0:h;6:12:f;2:3:q;6:8:c;14:10:l
7:2:o;12:6:w;3:12:g;6:6:s;4:2:q;13:11:i
7:4:d;13:7:v;5:12:h;1:1:z;6:2:j;11:11:h
5:9:r;13:5:e;4:13:w;9:1:c;4:3:s;10:12:d
3:1:o;11:4:q;8:11:d;6:4:s;5:8:e;14:11:i
8:2:p;14:8:b;6:12:v;3:9:n;7:6:h;13:14:k
5:6:r;11:5:z;2:13:m;3:2:o;7:5:n;10:10:s
5:1:k;11:2:c;1:14:w;8:3:b;1:4:b;14:10:h
2:4:t;12:9:t;8:11:g;7:4:n;8:3:v;11:13:b
9:3:o;10:3:h;7:11:c;4:4:v;6:5:b;12:13:p
6:1:g;11:7:z;0:10:t;5:4:a;8:0:t;14:10:w
2:3:m;14:1:b;4:13:u;0:8:t;6:0:z;14:10:a
2:4:d;14:0:t;9:11:f;9:6:o;5:2:l;12:12:x
8:5:b;13:8:d;6:11:z;2:6:f;4:8:j;13:13:j
8:1:q;10:2:i;6:11:w;4:7:p;3:5:k;13:13:i
9:9:r;12:3:z;5:13:q;0:4:h;4:5:s;10:14:d
6:3:f;13:1:t;6:13:b;6:6:a;1:2:l;13:10:z
1:4:e;14:9:h;4:13:q;5:0:l;4:0:t;10:13:q
5:8:q;10:5:f;5:14:i;0:5:y;8:5:a;12:11:x
6:7:c;12:6:o;2:12:r;1:8:a;3:6:l;12:14:n
5:6:r;12:2:n;3:12:e;7:2:y;3:8:g;14:13:g
6:4:d;12:1:k;0:13:n;0:3:j;0:2:y;12:13:n
1:0:b;11:8:y;4:12:l;7:2:g;4:5:h;11:12:o
9:2:y;14:6:x;8:12:p;6:0:j;4:4:a;12:13:c
9:5:v;11:4:e;2:11:f;3:6:z;5:3:e;12:11:q
4:8:a;10:4:j;9:14:n;9:9:t;1:7:q;10:10:s
7:0:o;14:4:m;7:12:h;5:0:u;6:1:k;11:14:d
2:4:w;13:8:q;2:12:x;2:4:q;3:4:o;13:14:u
4:8:n;13:4:k;4:10:n;3:5:y;2:0:j;10:13:k
5:4:i;12:1:f;3:10:p;6:6:s;3:5:p;10:10:g
0:9:c;13:9:s;6:10:d;7:5:b;7:1:w;11:11:o
3:2:g;12:7:e;8:12:d;0:7:b;4:3:x;12:10:t
2:7:w;12:3:b;0:12:c;1:6:v;2:7:a;14:14:u
7:9:m;13:5:y;0:10:d;3:1:k;2:2:o;12:10:o
3:2:w;10:4:y;7:11:g;3:0:s;7:1:x;13:11:a
6:0:h;10:7:r;9:13:u;0:8:e;2:0:y;14:11:w
9:5:y;14:6:r;2:13:s;0:7:t;2:6:a;14:13:c
3:1:z;13:6:r;6:11:p;1:6:w;1:1:x;12:13:k
8:1:f;13:8:x;5:11:w;6:2:p;3:6:s;10:12:o
7:8:c;12:0:d;0:11:t;4:7:u;5:8:z;10:10:k
5:4:u;11:5:y;2:14:u;6:5:g;1:0:b;11:13:s
6:9:x;12:5:l;7:12:x;5:2:v;5:6:v;11:14:y
1:1:n;10:4:t;4:14:z;2:5:p;5:1:x;11:12:p
1:9:g;12:3:q;8:14:r;4:8:x;0:2:i;11:14:j
0:4:d;14:7:p;7:14:x;8:0:g;6:5:w;14:10:m
6:7:s;12:5:s;1:11:i;6:0:l;2:5:f;12:14:x
5:1:v;13:7:d;0:13:j;4:4:k;8:2:d;13:12:n
0:4:i;13:5:k;2:14:x;5:3:c;9:4:n;13:12:z
6:2:u;12:0:k;3:12:v;7:8:b;1:8:y;13:12:s
4:6:r;13:1:c;7:12:u;6:8:g;7:2:b;11:12:r
0:7:p;10:1:y;3:10:h;7:8:i;0:1:j;12:10:f
7:9:l;11:1:i;9:10:r;7:8:n;8:0:f;10:13:o
7:9:k;12:6:p;5:10:m;6:7:v;4:6:y;11:10:k
6:6:s;13:4:f;7:11:v;7:5:o;1:2:o;11:12:d
4:9:f;12:6:n;0:14:g;7:1:x;0:3:g;13:13:v
5:0:l;13:8:k;6:12:d;2:7:x;1:3:e;13:10:i
4:5:g;14:9:p;8:12:v;2:5:n;1:6:u;12:14:g
8:2:n;10:7:y;2:11:b;2:5:h;7:6:w;10:10:b
9:8:s;10:2:m;3:10:k;0:6:q;4:9:k;12:10:m
1:5:y;12:1:l;6:11:t;0:8:h;2:4:k;14:10:e
1:3:o;10:4:d;9:13:z;2:6:r;6:0:g;14:13:t
3:7:a;14:5:w;6:12:s;5:4:x;4:1:n;12:13:n
8:6:a;10:1:u;5:10:r;8:6:a;0:8:b;12:12:y
2:0:c;10:6:c;5:13:q;0:5:g;5:5:r;11:10:d
5:4:d;11:5:x;5:13:e;1:5:b;2:3:r;14:14:n
3:6:m;13:5:u;2:13:d;5:6:s;1:1:k;12:13:m
6:6:v;13:2:r;4:10:j;2:9:v;9:8:e;12:12:e
9:9:z;13:7:u;8:10:n;5:6:a;3:8:c;10:10:x
4:2:v;14:1:w;4:13:z;7:0:t;1:5:n;11:10:d
0:4:r;11:5:j;8:13:c;4:7:d;5:3:f;12:10:u
9:5:h;13:5:p;7:10:w;0:8:n;1:7:t;11:10:p
6:0:a;12:1:g;4:11:p;0:1:r;9:0:k;11:13:n
1:7:j;13:6:e;9:10:s;0:3:i;2:6:i;10:14:c
1:6:g;14:3:a;7:11:j;1:3:t;0:6:n;10:12:x
4:9:s;11:9:j;6:14:j;6:8:h;1:1:n;11:12:b
1:8:e;11:4:w;2:10:e;0:6:l;0:5:s;13:11:e
1:6:q;10:1:w;9:13:v;1:1:c;6:5:b;13:14:q
5:4:k;14:4:w;3:13:w;4:2:t;2:2:w;10:14:l
6:5:s;13:7:x;4:12:v;7:7:l;9:5:u;14:10:u
4:7:v;10:8:c;6:12:e;2:6:q;5:3:a;13:14:j
8:9:t;14:9:b;3:12:e;2:7:x;9:4:s;11:11:h
7:3:v;14:6:t;4:12:i;1:0:n;0:7:p;12:12:e
2:5:f;11:5:i;5:11:z;9:7:w;6:4:c;12:14:e
7:7:e;14:2:s;8:12:v;7:2:x;9:9:s;12:10:b
5:6:q;11:3:n;6:14:q;4:1:e;8:5:f;14:11:t
5:5:m;14:9:d;3:10:b;1:1:r;0:0:a;13:10:i
8:3:z;12:3:f;0:13:n;5:8:v;6:4:k;12:11:h
5:9:x;14:8:l;0:14:z;1:1:m;9:4:a;10:10:f
4:8:r;10:9:y;2:12:t;0:2:f;9:1:t;12:13:m
1:4:c;11:0:a;2:12:m;5:3:i;0:0:f;10:13:b
5:2:h;10:6:p;2:11:k;1:9:h;4:9:x;11:13:m
0:2:j;11:6:k;7:12:z;1:3:k;4:8:c;12:12:l
4:9:d;14:1:d;8:10:e;5:2:d;0:5:p;11:11:b
6:4:c;14:6:f;1:10:k;4:3:q;9:8:z;11:11:m
7:2:l;12:3:y;8:14:j;2:0:u;2:2:e;14:11:l
5:8:u;10:9:x;4:11:t;1:9:g;6:3:b;14:11:k
5:3:d;14:1:j;6:13:x;9:8:v;3:1:t;11:13:v
1:7:n;11:6:h;1:11:p;8:2:n;0:1:u;12:11:z
8:0:j;11:0:j;4:14:e;8:9:d;9:1:i;14:14:m
1:5:i;11:7:b;2:14:f;4:4:l;4:6:o;14:11:r
7:8:e;14:7:z;0:14:u;4:8:u;8:3:o;10:13:i
2:1:s;12:3:e;0:12:b;6:4:o;9:0:q;10:11:d
6:6:d;10:2:k;4:13:x;8:5:b;2:0:j;13:10:k
0:2:u;11:7:l;8:13:o;3:0:c;6:3:z;11:11:y
9:3:r;12:6:w;7:12:r;7:9:z;9:8:o;10:13:c
6:7:l;13:9:a;5:11:q;2:5:f;7:1:t;12:14:i
1:7:y;11:0:n;3:13:z;2:3:c;6:3:x;13:14:l
8:2:d;14:9:f;1:11:c;2:6:k;4:4:f;11:12:e
1:2:w;12:3:v;2:11:s;4:6:f;5:3:o;12:13:v
9:1:e;14:2:i;2:10:y;4:9:x;3:8:w;14:12:p
9:6:r;13:4:k;6:14:o;3:2:c;0:9:z;14:14:h
7:1:k;11:1:y;0:11:k;0:9:h;5:0:o;13:12:q
1:8:t;13:5:c;7:10:t;0:7:o;4:0:y;12:10:w
0:4:q;14:0:b;1:11:m;5:0:b;0:7:e;12:13:h
8:5:e;13:9:j;2:11:o;3:1:a;9:7:j;12:11:o
4:9:j;13:6:s;3:11:r;3:1:k;1:0:l;13:10:q
3:1:s;14:5:n;9:14:k;9:7:k;8:3:g;13:11:k
8:5:z;14:3:v;1:11:y;7:2:t;0:8:b;13:11:l
5:3:t;14:9:m;2:10:q;6:8:h;1:4:y;10:10:y
5:5:r;13:9:a;7:14:m;4:5:s;1:5:m;11:14:a
2:7:x;12:5:q;8:10:t;1:0:t;1:9:l;10:12:s
1:2:z;10:4:u;8:11:p;6:9:j;5:3:g;11:11:i
8:6:b;14:1:t;4:13:w;5:6:y;0:3:c;11:12:w
2:5:t;12:0:r;6:10:g;8:1:p;5:6:o;13:12:v
4:3:m;12:6:l;1:13:y;0:6:d;6:4:i;13:12:p
6:6:y;11:4:m;5:11:h;8:5:o;8:2:a;14:10:q
8:8:y;12:7:f;6:13:l;3:2:j;1:1:u;13:14:j
1:4:g;13:7:t;9:11:t;0:5:q;2:8:v;10:14:n
0:1:f;14:1:c;8:12:a;8:9:f;1:3:j;11:13:g
7:5:x;11:5:d;3:13:u;5:5:u;9:9:n;12:12:m
8:0:h;10:1:n;7:13:g;1:8:e;3:5:v;10:11:n
6:9:v;12:2:d;4:13:a;9:8:p;3:8:w;12:14:b
2:5:d;11:7:f;4:12:s;5:4:r;1:8:l;13:11:k
0:7:e;14:1:r;0:12:g;7:2:f;9:1:t;11:12:q
2:1:q;14:2:e;9:12:v;0:9:v;8:3:k;10:12:r
7:1:y;12:1:u;8:14:y;3:8:n;6:0:w;12:11:w
2:0:l;11:9:z;6:10:h;8:0:m;6:6:v;14:13:m
1:8:w;10:3:a;4:13:j;7:7:t;7:7:u;10:14:v
9:5:a;13:6:o;2:13:a;9:3:r;7:4:j;12:11:c
1:2:x;14:1:b;0:11:w;9:9:d;3:7:o;13:14:v
9:0:t;12:6:y;8:12:d;7:9:g;1:3:s;13:13:f
6:6:l;14:9:g;3:13:a;1:7:y;6:4:k;11:14:o
4:1:z;14:2:u;3:10:a;6:8:x;8:6:o;12:14:v
3:4:l;11:3:j;3:14:z;7:4:x;2:8:i;14:10:g
5:0:a;12:1:p;0:10:f;3:0:x;1:7:t;14:11:s
9:5:q;14:5:z;7:14:d;1:6:u;1:0:w;10:11:t
7:7:p;10:1:f;8:13:a;2:0:m;9:2:j;12:14:b
2:6:m;13:1:h;9:13:t;4:2:v;9:5:h;12:12:r
7:0:k;13:8:p;9:11:c;4:9:g;7:2:q;13:10:m
2:4:d;11:0:b;8:11:z;1:4:b;9:8:p;14:14:u
9:4:o;13:8:u;1:14:c;9:8:t;0:4:i;14:11:h
9:3:w;12:9:t;0:13:j;3:8:t;4:0:w;11:14:d
6:0:y;13:7:t;0:11:l;3:2:n;3:2:p;11:14:d
5:6:x;14:4:w;9:14:j;8:4:y;5:1:h;12:10:q
0:3:k;11:7:i;1:10:j;4:1:x;0:5:m;13:10:u
6:7:a;12:5:l;0:14:r;3:8:w;3:8:h;12:12:y
8:5:y;14:2:e;2:12:l;1:3:q;8:6:j;13:14:y
9:6:m;11:1:t;5:13:z;1:1:g;0:8:u;12:10:v
7:1:l;11:0:i;8:13:n;9:6:y;2:6:z;11:12:i
5:0:y;12:4:v;4:14:n;9:9:l;2:7:f;12:11:i
9:3:b;13:8:b;4:14:u;9:4:h;9:9:j;11:13:k
4:2:k;13:7:z;6:10:e;6:8:x;8:9:a;14:13:i
0:2:k;13:5:p;3:12:i;7:5:l;3:0:h;13:12:b
5:0:c;12:6:x;2:14:e;7:3:s;9:7:o;13:10:m
1:4:e;10:4:q;1:14:l;1:8:s;3:8:d;13:13:i
2:6:m;13:0:n;6:10:o;9:0:q;7:1:z;11:10:b
6:8:x;12:9:h;0:11:r;2:6:o;1:5:o;13:14:a
3:3:u;11:5:v;8:10:j;6:1:a;1:2:j;11:13:j
3:5:j;12:9:j;5:13:z;7:2:g;6:1:u;10:13:l
5:6:t;10:0:w;8:12:j;7:9:d;1:9:m;13:10:z
6:0:n;12:5:j;9:12:p;2:7:o;4:2:w;11:10:s
3:0:c;10:8:g;3:12:m;7:8:z;4:4:a;14:11:w
5:0:o;14:9:y;5:12:g;4:0:q;7:1:i;13:11:v
1:0:n;11:2:l;6:13:r;0:5:l;1:2:t;13:11:w
5:1:x;10:1:j;9:11:v;2:2:x;2:0:x;11:14:s
7:1:w;10:1:l;3:13:u;1:0:b;5:5:r;13:12:m
0:1:g;13:6:t;9:11:i;4:0:q;8:1:q;13:10:j
0:5:r;11:7:b;6:10:w;4:1:f;4:5:a;11:12:u
6:1:s;13:2:k;5:13:v;0:6:x;2:3:t;10:11:i
8:3:j;12:1:w;7:10:k;2:3:z;0:5:q;12:14:s
8:6:e;14:9:h;2:13:b;6:1:a;8:0:c;14:13:h
2:8:r;14:1:j;6:10:n;6:3:i;9:6:e;11:10:r
5:8:k;14:0:j;4:11:h;8:4:u;3:5:g;11:13:v
4:3:c;12:3:u;1:12:e;9:7:u;6:0:j;13:14:j
2:6:w;10:1:q;5:13:p;9:7:d;4:3:j;11:10:s
3:7:n;13:4:c;5:11:h;5:3:h;0:0:h;12:12:p
3:8:b;11:0:g;0:13:w;1:3:l;7:2:g;13:12:x
6:1:c;11:2:j;8:14:e;2:4:a;9:3:u;12:12:b
1:4:i;13:4:m;1:14:l;3:6:a;2:8:t;14:12:z
